<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,1,20201201,215200,260.2000000,260.3000000,260.2000000,260.2300000,18250
SBER,1,20201201,215300,260.3000000,260.3000000,260.2300000,260.2300000,16120
SBER,1,20201201,215400,260.2900000,260.2900000,260.1900000,260.1900000,6820
SBER,1,20201201,215500,260.2000000,260.2200000,260.1400000,260.1600000,2230
SBER,1,20201201,215600,260.1600000,260.1900000,260.1400000,260.1700000,5080
SBER,1,20201201,215700,260.1700000,260.1900000,260.1600000,260.1800000,14990
SBER,1,20201201,215800,260.1900000,260.2500000,260.1700000,260.2500000,5110
SBER,1,20201201,215900,260.2100000,260.2900000,260.2100000,260.2400000,5320
SBER,1,20201201,220000,260.2400000,260.3000000,260.2000000,260.3000000,36530
SBER,1,20201201,220100,260.2800000,260.2900000,260.1500000,260.1500000,5550
SBER,1,20201201,220200,260.2100000,260.2100000,260.1500000,260.1500000,8780
SBER,1,20201201,220300,260.1900000,260.2200000,260.1500000,260.2100000,11200
SBER,1,20201201,220400,260.1600000,260.2100000,260.1600000,260.2100000,6750
SBER,1,20201201,220500,260.1600000,260.2400000,260.1600000,260.2400000,6120
SBER,1,20201201,220600,260.1700000,260.2200000,260.1600000,260.2000000,6970
SBER,1,20201201,220700,260.2000000,260.3000000,260.2000000,260.2500000,30910
SBER,1,20201201,220800,260.2500000,260.2900000,260.2000000,260.2800000,8060
SBER,1,20201201,220900,260.2800000,260.3300000,260.2300000,260.3000000,9290
SBER,1,20201201,221000,260.3000000,260.3200000,260.2700000,260.2800000,7360
SBER,1,20201201,221100,260.2900000,260.3500000,260.2800000,260.3300000,9370
SBER,1,20201201,221200,260.3000000,260.3300000,260.2300000,260.2300000,8650
SBER,1,20201201,221300,260.2300000,260.3200000,260.2100000,260.3200000,12080
SBER,1,20201201,221400,260.2500000,260.3200000,260.2300000,260.2500000,3750
SBER,1,20201201,221500,260.2500000,260.2900000,260.2300000,260.2500000,3750
SBER,1,20201201,221600,260.2500000,260.3300000,260.2500000,260.3000000,7600
SBER,1,20201201,221700,260.3200000,260.3500000,260.2600000,260.3300000,26840
SBER,1,20201201,221800,260.3500000,260.3500000,260.2500000,260.2600000,19170
SBER,1,20201201,221900,260.2600000,260.3000000,260.2600000,260.3000000,4090
SBER,1,20201201,222000,260.2600000,260.3200000,260.2600000,260.3200000,5040
SBER,1,20201201,222100,260.3000000,260.3300000,260.2600000,260.3000000,14850
SBER,1,20201201,222200,260.3200000,260.3300000,260.2600000,260.3100000,12540
SBER,1,20201201,222300,260.3100000,260.3100000,260.2600000,260.3000000,16580
SBER,1,20201201,222400,260.3100000,260.3400000,260.3000000,260.3400000,32830
SBER,1,20201201,222500,260.2600000,260.3000000,260.2600000,260.3000000,2670
SBER,1,20201201,222600,260.2700000,260.3000000,260.2700000,260.2800000,4200
SBER,1,20201201,222700,260.2900000,260.3600000,260.2900000,260.3600000,35270
SBER,1,20201201,222800,260.3400000,260.3800000,260.3000000,260.3600000,56050
SBER,1,20201201,222900,260.3600000,260.4000000,260.3600000,260.4000000,22420
SBER,1,20201201,223000,260.4000000,260.4500000,260.4000000,260.4500000,18060
SBER,1,20201201,223100,260.4500000,260.5700000,260.4200000,260.5600000,139820
SBER,1,20201201,223200,260.5600000,260.6000000,260.5300000,260.5300000,14470
SBER,1,20201201,223300,260.5300000,260.5700000,260.5300000,260.5400000,9310
SBER,1,20201201,223400,260.5400000,260.5500000,260.5000000,260.5000000,19760
SBER,1,20201201,223500,260.5100000,260.5100000,260.4100000,260.5000000,27760
SBER,1,20201201,223600,260.5100000,260.5300000,260.5000000,260.5000000,3040
SBER,1,20201201,223700,260.5100000,260.5200000,260.4000000,260.4800000,20240
SBER,1,20201201,223800,260.4500000,260.5400000,260.4500000,260.5000000,19490
SBER,1,20201201,223900,260.5000000,260.5300000,260.4700000,260.4700000,13770
SBER,1,20201201,224000,260.5000000,260.5300000,260.4700000,260.5200000,3120
SBER,1,20201201,224100,260.5000000,260.5500000,260.4500000,260.5400000,16070
SBER,1,20201201,224200,260.5300000,260.6700000,260.5200000,260.5800000,73420
SBER,1,20201201,224300,260.6100000,260.7000000,260.6100000,260.7000000,55090
SBER,1,20201201,224400,260.6800000,260.7700000,260.6800000,260.7300000,69220
SBER,1,20201201,224500,260.7000000,260.8000000,260.6900000,260.7900000,40610
SBER,1,20201201,224600,260.8000000,260.9000000,260.7900000,260.8300000,75520
SBER,1,20201201,224700,260.8700000,260.9200000,260.8300000,260.8400000,55970
SBER,1,20201201,224800,260.8400000,260.9600000,260.8300000,260.8700000,45340
SBER,1,20201201,224900,260.8800000,260.9900000,260.8800000,260.9700000,84600
SBER,1,20201201,225000,260.9700000,260.9900000,260.8600000,260.9000000,44010
SBER,1,20201201,225100,260.9000000,260.9500000,260.8400000,260.9300000,9870
SBER,1,20201201,225200,260.8400000,260.9000000,260.8400000,260.8900000,5880
SBER,1,20201201,225300,260.8900000,260.8900000,260.8300000,260.8300000,13680
SBER,1,20201201,225400,260.8300000,260.8500000,260.7300000,260.7400000,19630
SBER,1,20201201,225500,260.7300000,260.7300000,260.6400000,260.6800000,56070
SBER,1,20201201,225600,260.6800000,260.6800000,260.5000000,260.6000000,66030
SBER,1,20201201,225700,260.6000000,260.7000000,260.5800000,260.7000000,6670
SBER,1,20201201,225800,260.6500000,260.7000000,260.5700000,260.5700000,12750
SBER,1,20201201,225900,260.5500000,260.6600000,260.5500000,260.5600000,10560
SBER,1,20201201,230000,260.5600000,260.5600000,260.4800000,260.4900000,83500
SBER,1,20201201,230100,260.4900000,260.5600000,260.4800000,260.4900000,26430
SBER,1,20201201,230200,260.4800000,260.4900000,260.4600000,260.4700000,15990
SBER,1,20201201,230300,260.4700000,260.5000000,260.4500000,260.4800000,24730
SBER,1,20201201,230400,260.4600000,260.5000000,260.4600000,260.4600000,3410
SBER,1,20201201,230500,260.4600000,260.5000000,260.4500000,260.4900000,7520
SBER,1,20201201,230600,260.4800000,260.4900000,260.4500000,260.4500000,4910
SBER,1,20201201,230700,260.4500000,260.4500000,260.3800000,260.4500000,75150
SBER,1,20201201,230800,260.4500000,260.4500000,260.3100000,260.3100000,19370
SBER,1,20201201,230900,260.3200000,260.3500000,260.1200000,260.1300000,133770
SBER,1,20201201,231000,260.1300000,260.2500000,260.1000000,260.2500000,42080
SBER,1,20201201,231100,260.2300000,260.3000000,260.1200000,260.1500000,28790
SBER,1,20201201,231200,260.1200000,260.2300000,260.1200000,260.1400000,9930
SBER,1,20201201,231300,260.2000000,260.3400000,260.1500000,260.3300000,27960
SBER,1,20201201,231400,260.2300000,260.2900000,260.1900000,260.2000000,5830
SBER,1,20201201,231500,260.2000000,260.2500000,260.1700000,260.2500000,11800
SBER,1,20201201,231600,260.2900000,260.3800000,260.2000000,260.3500000,108930
SBER,1,20201201,231700,260.3500000,260.3700000,260.3000000,260.3300000,5430
SBER,1,20201201,231800,260.3000000,260.3200000,260.1900000,260.2100000,27360
SBER,1,20201201,231900,260.2100000,260.2900000,260.1500000,260.2900000,8200
SBER,1,20201201,232000,260.2300000,260.2600000,260.2200000,260.2200000,18530
SBER,1,20201201,232100,260.2200000,260.2700000,260.2000000,260.2000000,124810
SBER,1,20201201,232200,260.2000000,260.2000000,260.1500000,260.2000000,7530
SBER,1,20201201,232300,260.2000000,260.2000000,260.1600000,260.2000000,31560
SBER,1,20201201,232400,260.2000000,260.2300000,260.1700000,260.2300000,13700
SBER,1,20201201,232500,260.2500000,260.4700000,260.2500000,260.3000000,50130
SBER,1,20201201,232600,260.3000000,260.3900000,260.2800000,260.3200000,3270
SBER,1,20201201,232700,260.3200000,260.3900000,260.3100000,260.3500000,4470
SBER,1,20201201,232800,260.3400000,260.6000000,260.3400000,260.5000000,58900
SBER,1,20201201,232900,260.4600000,260.6800000,260.4600000,260.5400000,11760
SBER,1,20201201,233000,260.6100000,260.6500000,260.5300000,260.6400000,8310
SBER,1,20201201,233100,260.6400000,260.6700000,260.6400000,260.6400000,8720
SBER,1,20201201,233200,260.6400000,260.7000000,260.6200000,260.6600000,20200
SBER,1,20201201,233300,260.6200000,260.6700000,260.4300000,260.5700000,42640
SBER,1,20201201,233400,260.5500000,260.6000000,260.5200000,260.6000000,5880
SBER,1,20201201,233500,260.6000000,260.6000000,260.5300000,260.6000000,7080
SBER,1,20201201,233600,260.6000000,260.6000000,260.5500000,260.5500000,5490
SBER,1,20201201,233700,260.5500000,260.5900000,260.5400000,260.5400000,28160
SBER,1,20201201,233800,260.5400000,260.6000000,260.5400000,260.5600000,6910
SBER,1,20201201,233900,260.6000000,260.6500000,260.5500000,260.6000000,6420
SBER,1,20201201,234000,260.5700000,260.7000000,260.5500000,260.6800000,51070
SBER,1,20201201,234100,260.6800000,260.7500000,260.6800000,260.7000000,20770
SBER,1,20201201,234200,260.7000000,260.8000000,260.7000000,260.7600000,27960
SBER,1,20201201,234300,260.7600000,260.7600000,260.4100000,260.5100000,73810
SBER,1,20201201,234400,260.5000000,260.6600000,260.5000000,260.6600000,15760
SBER,1,20201201,234500,260.6700000,260.7700000,260.6300000,260.7500000,11880
SBER,1,20201201,234600,260.7000000,260.7900000,260.7000000,260.7200000,24930
SBER,1,20201201,234700,260.7100000,260.7400000,260.6300000,260.7000000,8610
SBER,1,20201201,234800,260.6600000,260.7400000,260.6300000,260.6400000,28740
SBER,1,20201201,234900,260.7000000,260.7500000,260.6300000,260.7000000,27290
SBER,1,20201201,235000,260.7400000,260.9000000,260.6900000,260.8100000,201700
